0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0
0,0,21,21,21,21,21,21,21,32,33,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,21,0,0,0,0,0,0,0,21,26,21,0,30,0,0,0,0,0,0,32,33,34,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,21,21,21,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,21,0,0,0,0,0,0,0,0,0
21,0,0,21,21,21,21,0,0,0,30,0,21,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,21,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,21,21,0,0,0,0,0,0,0,0,0
21,21,0,0,0,0,21,21,0,0,0,0,21,0,0,0,0,0,30,21,0,21,0,21,30,0,0,0,0,0,21,30,0,0,0,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0
21,21,21,21,21,21,21,0,0,0,0,0,21,0,0,0,0,0,0,21,0,21,0,21,0,30,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,30,0,0,21,0,0,0,0,0,21,0,21,0,21,0,0,0,0,0,30,21,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,21,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,21,21,21,0,0,0,0,0,0,21,0,0,0,0,21,0,21,0,21,0,0,0,30,0,0,21,30,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,21,0,0,0,0,30,0,0,0,0,0,21,30,0,0,0,21,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,30,0,0,21,0,0,0,0,21,0,21,0,21,30,0,0,0,0,0,21,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,30,21,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,21,0,21,0,21,0,0,30,0,0,0,21,30,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,0,0,21,21,30,0,0,0,21,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
